RESOURCE,MANAGER,ROLE_ROLLUP_1,ROLE_ROLLUP_2,ROLE_DEPTNAME,ROLE_TITLE,ROLE_FAMILY_DESC,ROLE_FAMILY,ROLE_CODE,target
4675,818,117961,118300,123719,118784,240983,290919,118786,1
75078,56199,117961,118052,118881,118321,117906,290919,118322,1
20287,46788,117929,117940,117920,118568,163031,19721,118570,1
45904,93866,118006,118007,117920,118568,267952,19721,118570,1
73815,2948,118315,118316,225010,118259,117906,290919,118261,1
38707,12264,117929,117940,117941,117885,117913,117887,117888,1
23096,55162,118752,119070,118623,117946,119110,292795,117948,1
15797,126191,119301,119302,119303,117905,117906,290919,117908,1
42093,49772,91261,118026,118746,118747,126309,118453,118749,1
75078,3608,117961,118052,120671,120418,232183,249618,120419,1
19751,60790,117961,118052,118867,307024,311622,118331,118332,1
31672,3526,117961,118225,120323,119093,152422,119095,119096,1
79092,17598,117961,118300,118631,307024,132719,118331,118332,1
3130,71189,117961,118386,121883,118318,168365,118205,118319,1
28149,7971,117961,118386,120361,118259,120721,290919,118261,1
4675,70243,117961,118327,118492,118451,125738,118453,118454,1
34950,4576,117961,118327,118391,123045,123107,120518,123047,1
57889,7807,117961,118327,118518,118207,190710,270488,118209,0
37737,9383,117918,117919,117920,118568,146632,19721,118570,1
278393,3108,117961,118225,124449,120313,230838,118424,120315,1
4650,1328,118212,118213,118403,117905,134159,290919,117908,1
37793,20440,117890,117891,117878,117879,117879,19721,117880,1
43912,1806,117961,118413,122007,118321,117906,290919,118322,1
43680,13047,118095,118096,118008,117879,117897,19721,117880,1
80381,783,117961,118413,127522,121594,126485,4673,121596,1
3827,145319,118595,118596,119993,117905,117906,290919,117908,1
34924,7370,117961,117962,118481,118321,117906,290919,118322,1
6977,1397,117961,118300,120722,118784,117906,290919,118786,1
20294,19132,117916,118011,118599,179731,163899,117887,117973,1
78399,85475,117961,118300,120410,118784,117906,290919,118786,1
34434,3966,117961,118343,122012,117905,240983,290919,117908,1
75078,16527,91261,118026,118202,117905,117906,290919,117908,1
78311,21254,117932,117933,117878,118568,120877,19721,118570,1
35684,1450,117961,118300,118437,119962,168365,118205,119964,1
117188,7023,117961,117962,119223,118278,118260,290919,118279,1
33324,7076,117961,118225,120041,122849,120324,119095,122850,1
41570,16671,117961,118052,118706,118523,310608,118331,118525,1
38860,7792,118573,118574,117945,118274,129731,292795,118276,1
75834,7285,117961,118225,118403,120611,221283,249618,120613,1
16496,7388,117961,118225,119924,118318,168365,118205,118319,1
2609,2610,117961,118327,121979,118321,240983,290919,118322,1
917,7615,117961,118300,120059,121469,128942,118424,121471,1
27124,1043,117961,118327,121589,124886,123881,118643,124888,1
74883,3509,118752,119070,118042,118563,194960,270488,118565,1
19989,1583,117961,118327,118507,179731,118054,117887,117973,1
43087,5244,117961,118343,119598,117905,117906,290919,117908,1
33117,4549,117961,118225,120050,118321,117906,290919,118322,1
75045,57757,117961,118343,142038,118321,117906,290919,118322,1
15714,15395,118256,118257,118575,123670,212510,121916,123672,1
74310,6277,117961,118343,120722,117905,117906,290919,117908,1
79092,2327,117961,118300,119181,121594,126485,4673,121596,1
20364,74428,91261,118026,119362,119363,307210,118667,119365,1
27699,15683,117961,118300,118957,118321,117906,290919,118322,1
41649,21023,117961,118052,120398,119351,244798,3130,119353,1
16018,1550,117961,118225,123173,118054,119601,117887,118055,1
40997,6735,117961,117969,6725,123684,125826,6725,123686,1
79602,3152,117961,118386,123072,119351,257510,3130,119353,1
14845,25303,117961,118386,118522,118784,147114,290919,118786,1
110614,15504,117961,118386,123656,118321,117906,290919,118322,1
39397,7651,117961,118386,118746,118321,117906,290919,118322,0
74472,19830,119062,119091,123125,118784,121556,290919,118786,1
80201,30533,91261,118026,119507,123045,123107,120518,123047,1
17249,18454,117961,118343,119598,125171,257115,118424,125173,1
80215,221,117961,118413,120370,118784,240983,290919,118786,1
7543,6257,117961,118343,120722,118784,117906,290919,118786,1
41949,8242,117961,117962,119223,118841,306399,118643,118843,1
36957,15459,118169,118170,118575,117946,125297,292795,117948,1
6977,218,117961,118413,120370,118784,118785,290919,118786,1
1020,3225,117961,118327,123757,117905,117906,290919,117908,1
79422,41759,118315,118463,119214,118321,117906,290919,118322,1
7543,7560,117961,118300,119195,117905,117906,290919,117908,1
1020,17789,117961,118052,119986,117905,117906,290919,117908,1
40202,17514,117961,118343,121747,118321,117906,290919,118322,0
16293,1117,117961,117962,118352,117905,240983,290919,117908,1
44812,1510,120140,120141,4674,117905,117906,290919,117908,1
40398,20820,117961,118446,118447,118536,277716,308574,118539,1
32270,4258,117961,118343,119598,118422,300136,118424,118425,1
18418,13864,117961,118446,123858,119849,244844,118638,119851,1
34950,5432,117961,118327,118391,118321,117906,290919,118322,1
39262,205,117961,118386,118746,118784,118785,290919,118786,1
42085,5002,117961,118343,119598,118422,300136,118424,118425,1
74346,7624,117961,118052,119742,117905,117906,290919,117908,1
79585,7578,117961,118343,120722,118784,121873,290919,118786,1
22598,8094,117961,118343,119142,118321,117906,290919,118322,1
79467,44022,117961,117962,122215,127782,130085,290919,127783,1
19998,3000,117961,118225,120551,117905,240983,290919,117908,1
32270,2062,117961,118327,119830,120773,118959,118960,120774,1
20271,60238,117916,118011,117941,117885,117913,117887,117888,1
78176,671,117961,117962,118352,118321,117906,290919,118322,1
1020,123020,117961,118300,118514,118321,117906,290919,118322,1
57543,6082,117961,118327,118529,118054,118054,117887,118055,1
18072,15530,118573,118574,117945,280788,158910,292795,119082,0
31441,4375,117961,118343,120347,120344,311701,118424,120346,1
28149,74910,91261,118026,118317,118259,118260,290919,118261,1
39262,28163,118315,118316,120361,117905,175154,290919,117908,1
74166,15964,117961,118446,118684,118361,127527,118363,118364,1
27623,28590,117961,118327,120685,118784,240983,290919,118786,1
27614,60792,117961,118327,121694,118685,147101,308574,118687,1
15360,51761,117961,118413,120370,117905,117906,290919,117908,1
79543,71215,117961,118386,118404,118321,117906,290919,118322,1
117166,3821,117961,118386,118522,118321,117906,290919,118322,1
38470,31427,117993,117994,117895,117896,117913,117887,117898,1
25993,4914,117961,118300,120026,119433,133686,118424,119435,1
41758,255037,118315,118316,123656,118784,208095,290919,118786,1
41325,1903,117961,118343,118514,118321,117906,290919,118322,1
74588,16802,117961,118225,120535,127589,311867,118478,127590,1
44827,1903,117961,118343,118514,118685,120316,308574,118687,1
31613,4589,117961,118327,120383,120690,120691,290919,120692,1
43663,56199,117961,118052,118881,117905,117906,290919,117908,1
31374,46459,117943,117944,117945,118274,180251,292795,118276,1
16767,3281,117961,118225,120323,120591,120592,119095,120593,1
116864,6997,117961,118343,119945,118321,117906,290919,118322,1
31748,26320,117961,118327,118391,118321,117906,290919,118322,1
43410,71401,91261,118026,118202,118784,124402,290919,118786,0
74593,7370,117961,118413,118481,117905,128528,290919,117908,1
20299,26345,117929,117930,117920,124313,131967,120134,124315,1
25993,25276,117961,118343,121747,118321,117906,290919,118322,1
35376,49772,91261,118026,118746,118747,126309,118453,118749,1
75047,70062,117961,118386,118746,117905,117906,290919,117908,1
74572,8516,117961,118386,118733,169634,235935,118736,169635,1
74213,71189,117961,118386,121883,118259,125206,290919,118261,1
6977,2541,117961,118343,118856,118321,117906,290919,118322,1
23990,125466,117902,117903,120171,120990,152438,118398,120992,1
79053,13135,117961,118225,120535,118368,118368,117887,118486,1
40326,1140,117961,117962,118352,118321,117906,290919,118322,1
75834,16125,117961,118052,120417,122274,244798,3130,122275,1
34950,34612,117961,118327,118320,118321,117906,290919,118322,1
45237,20480,118742,118743,118221,117899,121756,19721,117900,1
25677,50736,117961,118052,118821,118321,117906,290919,118322,1
45444,3770,117961,118343,118395,120647,311441,118398,120649,1
28294,7411,117961,118386,118746,118747,130134,118453,118749,1
6042,6047,117961,118413,120370,118777,279443,308574,118779,1
1041,1080,117961,118327,118378,120952,120953,118453,120954,1
34236,770,117961,118300,120722,118451,130134,118453,118454,1
16294,4698,117961,117962,118352,118321,290919,290919,118322,1
16767,7076,117961,118225,119238,119093,121698,119095,119096,1
79291,96999,119691,119692,118635,131795,127126,119695,131797,1
38710,1999,118084,118085,117920,118568,123239,19721,118570,1
20222,5550,118256,118257,117945,117946,119235,292795,117948,0
17226,5652,117961,118300,28618,118321,117906,290919,118322,1
33323,70274,119062,119091,118042,118043,118044,270488,118046,1
25328,110900,119134,119135,123173,117896,173667,117887,117898,1
35376,95428,91261,118026,118202,118321,117906,290919,118322,1
15064,2803,117961,117962,118791,118054,120238,117887,118055,1
17292,5262,119596,119597,124133,120344,282594,118424,120346,1
44722,8622,119062,119091,143531,118321,117906,290919,118322,1
78819,18220,117961,118052,118867,117905,117906,290919,117908,1
1020,4475,117961,118052,118706,118054,118054,117887,118055,1
75834,1912,119134,119135,118042,117896,287998,117887,117898,1
74189,13844,117961,118327,119995,118523,310608,118331,118525,1
16319,1483,117961,117962,118840,118841,118842,118643,118843,1
1003,4803,117961,118225,124449,122022,124996,119221,122024,1
32270,4352,117961,118300,19772,120516,120517,120518,120519,1
26391,1988,117961,118446,16232,118641,306399,118643,118644,1
26913,2296,117961,118413,277693,123737,127475,118960,123738,1
2824,2837,118887,118888,118631,120344,303717,118424,120346,0
78311,1923,117902,117903,118783,117905,117906,290919,117908,1
42006,85475,117961,118300,120410,118784,117906,290919,118786,1
7543,7331,117961,118300,118360,118361,118362,118363,118364,1
29304,98229,117975,117976,117884,117879,117886,19721,117880,1
23096,820,117961,118300,123719,118777,279443,308574,118779,1
100935,3881,117961,118343,118514,118321,117906,290919,118322,1
35376,28253,118315,118463,123089,118259,128796,290919,118261,1
73815,28481,118315,118316,140453,129229,187845,119788,129231,1
31441,5093,117961,118446,124170,118396,233714,118398,118399,1
26346,2291,117961,118225,120663,118777,279443,308574,118779,0
15716,7792,118573,118574,117945,280788,280788,292795,119082,1
44356,7398,117961,118225,118616,117905,240983,290919,117908,1
28294,3770,117961,118343,118395,120647,311441,118398,120649,1
35197,86,117961,118446,122550,118321,117906,290919,118322,1
74995,51781,119280,119281,118623,118995,136748,292795,118997,1
35529,3763,117961,118300,120059,120812,310589,118638,120814,1
45974,7791,118752,119070,118754,280788,280788,292795,119082,1
4675,8229,120342,120343,118631,118321,125684,290919,118322,1
80804,3774,117961,118343,118395,118890,125128,118398,118892,1
38972,7766,118256,118257,117945,118995,286106,292795,118997,1
75272,2395,117961,118300,123055,118054,118054,117887,118055,1
34522,1915,117961,118300,119181,118321,117906,290919,118322,1
33323,15795,119062,119091,118042,118043,118044,270488,118046,1
14912,123154,117902,117903,118783,117905,117906,290919,117908,1
84974,58865,117961,118446,119064,120097,139690,270488,120099,1
7543,49574,117961,118052,118391,120773,118959,118960,120774,0
4675,5244,117961,118343,119598,117905,117906,290919,117908,1
34532,5409,117961,118343,119993,117905,240983,290919,117908,1
78543,2948,118315,118316,225010,118321,117906,290919,118322,1
31299,4287,117961,118343,118833,118912,278748,118424,118914,1
41806,718,117961,118300,119181,118641,153273,118643,118644,1
89794,5701,117961,118052,120709,120097,174445,270488,120099,1
80780,4272,117961,118343,120666,123045,123107,120518,123047,1
3853,5604,117961,118343,119598,118636,235245,118638,118639,1
20299,16641,117929,117940,119569,179731,160903,117887,117973,0
20272,21162,118095,118096,118008,117885,118097,117887,117888,1
5173,52426,118887,118888,142493,118912,173879,118424,118914,1
45237,64791,118742,118743,117884,117899,117897,19721,117900,1
928,5115,117961,118300,118631,119587,176829,118704,119589,1
74592,195311,119301,119302,119303,118784,233216,290919,118786,1
45862,119430,117932,117933,117878,117879,117879,19721,117880,1
40590,53081,117961,118343,119598,119433,133686,118424,119435,1
78438,2781,117961,118300,118360,119849,310589,118638,119851,1
25098,59312,118550,118551,118378,118054,132841,117887,118055,1
40438,4500,117961,118052,118881,117905,117906,290919,117908,1
25831,55146,118752,119070,118754,118805,118806,118474,118807,1
20290,50320,117980,119762,117941,117879,117886,19721,117880,1
43368,3281,117961,118225,275600,119093,120324,119095,119096,1
21445,59765,117961,118386,121961,118912,309291,118424,118914,1
43629,22853,117961,118386,118896,118054,118054,117887,118055,1
25993,51145,118595,118596,81476,118422,149098,118424,118425,1
78399,3951,117961,118343,120347,120418,306795,249618,120419,1
75290,17614,117902,118041,118042,118043,118044,270488,118046,0
38124,58703,117929,117940,117941,117879,281735,19721,117880,1
82209,2296,117961,118413,277693,123737,127475,118960,123738,1
43877,50563,118079,118080,117878,117879,304519,19721,117880,1
38392,65460,118079,118080,117878,117879,118177,19721,117880,0
44987,2061,117961,118327,120383,118641,120319,118643,118644,1
76414,91747,117961,118327,119830,118784,117906,290919,118786,1
28149,28275,118315,118463,123089,118784,121926,290919,118786,1
1020,8553,119062,119091,118514,117905,117906,290919,117908,1
34950,20376,117902,117903,120171,120990,152438,118398,120992,1
18058,794,118752,119070,120995,118274,190697,292795,118276,1
19650,19655,117961,117969,121617,124799,251162,121620,124801,1
3130,3245,117961,118300,121216,119351,162825,3130,119353,0
15064,3175,117961,118446,120368,118368,225085,117887,118486,1
28899,5114,117961,118300,119890,118422,300136,118424,118425,1
34580,770,117961,118300,120722,118747,130134,118453,118749,1
43499,22524,119596,119597,119136,119137,254340,118474,119139,1
80229,7547,117961,118327,118933,118784,130086,290919,118786,1
76511,3967,117961,118052,118706,118321,117906,290919,118322,1
6921,51235,120864,121013,124133,120344,303717,118424,120346,1
77216,59029,118555,118178,118320,118784,117906,290919,118786,1
33620,7539,117961,118343,119987,117905,117906,290919,117908,1
3853,15646,117961,118343,119796,307024,123495,118331,118332,1
14955,53338,117961,117962,122215,127782,250328,290919,127783,1
43695,4468,117961,118413,119968,118321,117906,290919,118322,1
